buyer_id,first_name,last_name,phone_number,email,budget,preference,status,buyer_agent_id
6071,Marco,Block,+1 (870) 419-4217,Marco.Block@hotmail.com,3855000,buyer,pending,1492
6072,Laurie,Douglas,+1 (967) 691-4093,Laurie_Douglas98@yahoo.com,600,renter,looking,4935
6073,Crystal,Hintz,+1 (927) 189-2790,Crystal_Hintz@hotmail.com,1005000,buyer,pending,659
6074,Rochelle,Johnston,+1 (225) 118-5783,Rochelle_Johnston@gmail.com,80000,buyer,looking,1216
6075,Candace,Rodriguez,+1 (634) 809-9947,Candace_Rodriguez25@hotmail.com,3900,renter,inactive,3384
6076,Levi,Walter,+1 (114) 427-2855,Levi.Walter76@hotmail.com,700,renter,looking,596
6077,Justin,Schaefer,+1 (528) 325-0048,Justin.Schaefer@gmail.com,4905000,buyer,pending,2890
6078,Eric,Franey,+1 (070) 798-2004,Eric_Franey@hotmail.com,600,renter,looking,3948
6079,Sarah,Waters,+1 (971) 692-5853,Sarah_Waters92@hotmail.com,2100,renter,looking,244
6080,Vicky,Heaney,+1 (566) 385-6993,Vicky5@yahoo.com,2355000,buyer,inactive,3432
6081,Bobby,Roberts,+1 (105) 559-5452,Bobby.Roberts@yahoo.com,2900,renter,inactive,1885
6082,Ella,Greenholt,+1 (337) 049-6316,Ella_Greenholt@yahoo.com,1300,renter,pending,2082
6083,Joanna,Nader,+1 (784) 156-3857,Joanna.Nader62@gmail.com,2055000,buyer,inactive,669
6084,Gwen,Goldner,+1 (347) 556-5288,Gwen88@yahoo.com,1605000,buyer,looking,3857
6085,Sherman,Carroll,+1 (375) 422-4096,Sherman_Carroll20@gmail.com,2500,renter,pending,949
6086,Leslie,Spinka,+1 (736) 286-8713,Leslie.Spinka43@yahoo.com,1430000,buyer,looking,2987
6087,Deanna,Mills,+1 (729) 902-5372,Deanna.Mills@gmail.com,1630000,buyer,looking,4639
6088,Oliver,Swift,+1 (598) 773-8381,Oliver.Swift@hotmail.com,3305000,buyer,inactive,4607
6089,Meredith,Olson,+1 (196) 332-9937,Meredith_Olson90@gmail.com,4580000,buyer,pending,2851
6090,Gertrude,Turcotte-Reilly,+1 (447) 508-7402,Gertrude75@gmail.com,2355000,buyer,looking,3923
6091,Deanna,O'Kon,+1 (342) 047-5784,Deanna_OKon@hotmail.com,1755000,buyer,pending,1367
6092,Kristy,Hilpert,+1 (160) 038-2831,Kristy.Hilpert@gmail.com,3500,renter,pending,875
6093,Candice,Ratke-Kunze,+1 (865) 962-9837,Candice59@gmail.com,4405000,buyer,looking,2903
6094,Delores,Macejkovic,+1 (690) 840-8234,Delores.Macejkovic49@gmail.com,3800,renter,inactive,4551
6095,Laurie,Wuckert,+1 (379) 688-5783,Laurie22@hotmail.com,800,renter,pending,3927
6096,Jonathan,Weissnat,+1 (473) 879-8035,Jonathan.Weissnat@gmail.com,755000,buyer,looking,3836
6097,Cassandra,Gleason,+1 (176) 926-7448,Cassandra_Gleason@hotmail.com,3700,renter,inactive,2954
6098,Ellis,Mosciski,+1 (058) 269-8598,Ellis_Mosciski64@hotmail.com,1800,renter,inactive,4943
6099,Salvatore,Gerhold,+1 (625) 706-1320,Salvatore_Gerhold@hotmail.com,4100,renter,pending,1743
6100,Gabriel,Kohler,+1 (193) 767-4121,Gabriel35@hotmail.com,3530000,buyer,looking,3640
6101,Yvonne,Weimann,+1 (622) 070-7256,Yvonne.Weimann@hotmail.com,1730000,buyer,inactive,2640
6102,Myra,O'Reilly,+1 (184) 060-1447,Myra.OReilly43@yahoo.com,2455000,buyer,looking,997
6103,Alvin,Kub,+1 (835) 109-0794,Alvin_Kub@hotmail.com,4400,renter,inactive,4904
6104,Benny,Rath,+1 (586) 179-3463,Benny.Rath@hotmail.com,1655000,buyer,pending,3888
6105,Elsa,Hilpert,+1 (093) 841-9890,Elsa95@hotmail.com,1000,renter,pending,636
6106,Heidi,Hilpert,+1 (011) 917-9148,Heidi_Hilpert67@gmail.com,4330000,buyer,inactive,1194
6107,Casey,Lebsack,+1 (296) 865-9496,Casey64@gmail.com,5000,renter,pending,2167
6108,Alejandro,Langosh,+1 (834) 207-7685,Alejandro.Langosh@hotmail.com,2200,renter,pending,2119
6109,Moses,Johns,+1 (780) 472-4368,Moses.Johns@gmail.com,700,renter,looking,2214
6110,Joe,Corwin,+1 (666) 127-0063,Joe.Corwin21@gmail.com,4180000,buyer,inactive,3114
6111,Felipe,Bradtke,+1 (120) 307-4395,Felipe_Bradtke@gmail.com,4830000,buyer,pending,2019
6112,Tracey,Quigley,+1 (342) 537-9526,Tracey.Quigley44@hotmail.com,1200,renter,looking,4602
6113,James,Johnson,+1 (515) 900-1703,James_Johnson@hotmail.com,4330000,buyer,pending,3024
6114,Ernesto,Moore,+1 (733) 728-0719,Ernesto.Moore16@hotmail.com,4600,renter,inactive,1227
6115,Linda,Bruen,+1 (531) 432-4457,Linda_Bruen@yahoo.com,4630000,buyer,inactive,1694
6116,Domingo,Marks,+1 (696) 596-8149,Domingo.Marks@yahoo.com,2755000,buyer,inactive,2509
6117,Traci,Ortiz,+1 (825) 753-7664,Traci.Ortiz12@yahoo.com,2400,renter,inactive,2326
6118,Sandy,Metz,+1 (427) 963-4791,Sandy_Metz@gmail.com,80000,buyer,looking,3146
6119,Fannie,Bradtke,+1 (744) 437-5311,Fannie_Bradtke@gmail.com,5005000,buyer,inactive,4852
6120,George,Reichel,+1 (167) 840-9992,George_Reichel46@yahoo.com,5100,renter,looking,1124
6121,Miguel,Jast-Kris,+1 (188) 147-8477,Miguel_Jast-Kris11@hotmail.com,400,renter,inactive,2736
6122,Norma,Stanton,+1 (053) 796-7321,Norma_Stanton91@hotmail.com,280000,buyer,inactive,3910
6123,Deanna,Flatley,+1 (382) 358-2558,Deanna_Flatley@yahoo.com,1900,renter,pending,1779
6124,Bertha,Wisozk,+1 (299) 455-8545,Bertha.Wisozk14@hotmail.com,4000,renter,inactive,3681
6125,Stephen,Kutch,+1 (450) 179-2435,Stephen_Kutch@gmail.com,2500,renter,pending,1352
6126,Barbara,Kihn,+1 (659) 155-1666,Barbara64@gmail.com,3430000,buyer,pending,1449
6127,Gertrude,Kozey,+1 (221) 261-0578,Gertrude82@hotmail.com,4005000,buyer,inactive,4875
6128,Reginald,Harvey,+1 (093) 727-5624,Reginald.Harvey95@yahoo.com,1655000,buyer,inactive,1360
6129,Scott,O'Kon,+1 (760) 150-0467,Scott.OKon75@hotmail.com,4800,renter,looking,784
6130,Cecilia,McClure,+1 (215) 321-5790,Cecilia.McClure@hotmail.com,980000,buyer,inactive,3301
6131,Yvonne,Conn,+1 (681) 401-7028,Yvonne64@gmail.com,200,renter,inactive,4636
6132,Terrance,Hane,+1 (867) 176-1928,Terrance56@hotmail.com,2305000,buyer,pending,4543
6133,Eileen,Fay,+1 (280) 180-5918,Eileen_Fay25@gmail.com,3630000,buyer,pending,3657
6134,Jan,Jast,+1 (261) 656-6613,Jan.Jast53@gmail.com,1800,renter,pending,895
6135,Marion,Thompson,+1 (062) 446-4402,Marion94@yahoo.com,500,renter,pending,2395
6136,Rufus,Marvin,+1 (545) 897-0451,Rufus55@yahoo.com,3000,renter,inactive,2667
6137,Kendra,Okuneva,+1 (365) 943-3638,Kendra63@hotmail.com,1800,renter,looking,1813
6138,Samuel,Kihn,+1 (028) 060-3546,Samuel_Kihn@gmail.com,2700,renter,looking,351
6139,Robin,Sanford,+1 (683) 252-8927,Robin.Sanford97@gmail.com,1755000,buyer,inactive,3315
6140,Gary,Jacobi,+1 (990) 570-0522,Gary.Jacobi26@yahoo.com,1155000,buyer,inactive,1531
6141,Faye,Crist,+1 (663) 518-0013,Faye86@yahoo.com,4100,renter,pending,2254
6142,Forrest,Funk,+1 (654) 551-7031,Forrest98@gmail.com,4600,renter,looking,2999
6143,Francis,Runolfsdottir,+1 (260) 404-8578,Francis81@hotmail.com,1755000,buyer,looking,16
6144,Ginger,Harvey,+1 (213) 599-7654,Ginger82@yahoo.com,3055000,buyer,looking,1218
6145,Rogelio,Altenwerth,+1 (976) 229-5796,Rogelio_Altenwerth99@gmail.com,1400,renter,inactive,1813
6146,Shannon,Ondricka,+1 (656) 205-1641,Shannon_Ondricka@yahoo.com,3330000,buyer,inactive,1954
6147,Carole,Shanahan,+1 (627) 713-8620,Carole.Shanahan@gmail.com,3300,renter,looking,747
6148,April,Murphy-Sporer,+1 (937) 209-3884,April.Murphy-Sporer@hotmail.com,4355000,buyer,looking,3737
6149,Nancy,Jakubowski,+1 (677) 249-0433,Nancy.Jakubowski92@yahoo.com,3500,renter,pending,3595
6150,Cameron,Huels,+1 (866) 946-1717,Cameron32@yahoo.com,4830000,buyer,inactive,3295
6151,Monica,Ernser,+1 (833) 182-5109,Monica53@gmail.com,1980000,buyer,inactive,291
6152,Isaac,Bernhard,+1 (124) 182-0515,Isaac_Bernhard@yahoo.com,4930000,buyer,looking,3581
6153,Marvin,Hegmann,+1 (004) 224-5983,Marvin98@yahoo.com,2655000,buyer,pending,4846
6154,Chester,Nolan,+1 (702) 632-3216,Chester.Nolan@gmail.com,230000,buyer,pending,2436
6155,Suzanne,Abshire,+1 (700) 146-6695,Suzanne58@yahoo.com,1380000,buyer,inactive,1092
6156,Vicky,Walker,+1 (903) 359-9124,Vicky_Walker@hotmail.com,1580000,buyer,inactive,4689
6157,Donald,Feest,+1 (141) 735-6175,Donald_Feest14@yahoo.com,3900,renter,pending,276
6158,Pedro,Hirthe,+1 (443) 708-1451,Pedro_Hirthe@hotmail.com,3605000,buyer,pending,996
6159,Gilberto,Crooks,+1 (834) 391-4277,Gilberto.Crooks15@yahoo.com,3800,renter,pending,1203
6160,Dexter,Rath,+1 (582) 096-6057,Dexter.Rath57@hotmail.com,80000,buyer,inactive,2200
6161,Bernadette,Hilpert,+1 (760) 713-1736,Bernadette34@yahoo.com,3380000,buyer,looking,4973
6162,Alicia,Marquardt,+1 (352) 329-0535,Alicia.Marquardt@hotmail.com,1400,renter,looking,162
6163,Annie,Hermiston,+1 (829) 832-6992,Annie_Hermiston55@yahoo.com,900,renter,pending,943
6164,George,Howell,+1 (716) 172-2012,George_Howell30@yahoo.com,355000,buyer,looking,3479
6165,Mildred,Zboncak,+1 (273) 680-8766,Mildred.Zboncak@gmail.com,705000,buyer,inactive,3406
6166,Lee,Barton,+1 (899) 512-3105,Lee95@gmail.com,4905000,buyer,pending,3425
6167,Pete,Kshlerin,+1 (912) 671-3040,Pete_Kshlerin78@hotmail.com,2300,renter,looking,4255
6168,Rickey,Heller,+1 (804) 124-6769,Rickey.Heller25@gmail.com,605000,buyer,inactive,363
6169,Jeanette,Kreiger,+1 (796) 260-8524,Jeanette_Kreiger@gmail.com,3500,renter,pending,1955
6170,Sidney,Wyman-Legros,+1 (630) 064-1949,Sidney.Wyman-Legros@yahoo.com,3900,renter,looking,375
6171,Ben,Cassin,+1 (077) 114-2776,Ben.Cassin42@hotmail.com,4000,renter,looking,4734
6172,Willie,Zemlak,+1 (809) 519-1674,Willie31@hotmail.com,2400,renter,pending,387
6173,Lillian,Kiehn,+1 (222) 213-0494,Lillian28@gmail.com,1505000,buyer,pending,1253
6174,Lucy,Considine-Hartmann,+1 (187) 918-0549,Lucy_Considine-Hartmann@yahoo.com,4980000,buyer,pending,3946
6175,Ira,Torphy,+1 (217) 073-5208,Ira_Torphy@yahoo.com,4400,renter,inactive,132
6176,Erick,Franecki,+1 (346) 972-6172,Erick_Franecki12@yahoo.com,1900,renter,inactive,2019
6177,Antonia,Greenfelder,+1 (266) 489-1232,Antonia.Greenfelder21@yahoo.com,1580000,buyer,pending,1963
6178,Derrick,Strosin,+1 (503) 202-7039,Derrick42@yahoo.com,505000,buyer,inactive,1915
6179,Angelo,Hettinger,+1 (863) 997-6862,Angelo_Hettinger@yahoo.com,1400,renter,inactive,382
6180,Juan,Haley,+1 (906) 984-2470,Juan.Haley39@hotmail.com,130000,buyer,inactive,1360
6181,Juan,Huels-Senger,+1 (302) 015-9240,Juan57@gmail.com,3900,renter,inactive,4827
6182,Bradford,Denesik,+1 (421) 752-4777,Bradford37@gmail.com,3600,renter,pending,3535
6183,Eleanor,Heidenreich,+1 (845) 644-7207,Eleanor_Heidenreich15@yahoo.com,3200,renter,pending,461
6184,Candice,Brekke,+1 (873) 642-5174,Candice.Brekke58@hotmail.com,2655000,buyer,inactive,1225
6185,Sherri,Bergstrom,+1 (029) 917-9282,Sherri8@yahoo.com,2100,renter,pending,2283
6186,Brooke,Dach,+1 (097) 220-7994,Brooke50@yahoo.com,2805000,buyer,inactive,1838
6187,Alma,Beahan,+1 (121) 427-5940,Alma.Beahan@hotmail.com,3200,renter,pending,242
6188,Archie,Hettinger,+1 (520) 882-6040,Archie20@hotmail.com,555000,buyer,inactive,4748
6189,Debra,Lubowitz,+1 (387) 924-4685,Debra_Lubowitz92@hotmail.com,3500,renter,pending,3826
6190,Steven,Hermann,+1 (622) 206-9611,Steven_Hermann@hotmail.com,80000,buyer,inactive,3476
6191,Phyllis,Anderson,+1 (176) 617-8646,Phyllis_Anderson@gmail.com,700,renter,pending,1646
6192,Terrance,Von,+1 (989) 412-9204,Terrance64@gmail.com,5100,renter,looking,2026
6193,Kathleen,Schmeler,+1 (154) 441-1271,Kathleen_Schmeler3@hotmail.com,780000,buyer,looking,810
6194,Virgil,Hand,+1 (818) 219-7415,Virgil_Hand34@yahoo.com,4830000,buyer,inactive,4595
6195,Lola,Weber,+1 (815) 491-2808,Lola.Weber97@yahoo.com,1055000,buyer,inactive,1192
6196,Jimmy,Kovacek,+1 (432) 832-7204,Jimmy76@hotmail.com,2800,renter,pending,3937
6197,Brooke,O'Connell,+1 (878) 054-9744,Brooke15@hotmail.com,4480000,buyer,pending,2126
6198,Shelly,Renner,+1 (929) 096-8080,Shelly.Renner@yahoo.com,600,renter,looking,2384
6199,Nadine,Dare-Green,+1 (661) 041-0149,Nadine.Dare-Green51@yahoo.com,2900,renter,pending,4686
6200,Harriet,Fisher,+1 (608) 713-2769,Harriet.Fisher25@gmail.com,1980000,buyer,inactive,844
6201,Maurice,Bogan,+1 (407) 937-5533,Maurice.Bogan@yahoo.com,1330000,buyer,pending,307
6202,Doyle,Wiza,+1 (375) 618-2360,Doyle_Wiza41@hotmail.com,2305000,buyer,inactive,1016
6203,Anna,Bergstrom,+1 (424) 007-3908,Anna_Bergstrom@gmail.com,500,renter,pending,1072
6204,Rhonda,Satterfield,+1 (124) 116-9409,Rhonda.Satterfield@gmail.com,3400,renter,pending,4026
6205,Clarence,Price,+1 (517) 225-3128,Clarence.Price@yahoo.com,4000,renter,pending,2497
6206,Francisco,Halvorson,+1 (870) 542-0726,Francisco89@yahoo.com,1600,renter,inactive,840
6207,Cynthia,Grant,+1 (488) 542-6566,Cynthia.Grant@gmail.com,3005000,buyer,pending,75
6208,Molly,Schulist,+1 (182) 542-7424,Molly.Schulist0@gmail.com,580000,buyer,pending,2525
6209,Mitchell,Reinger,+1 (000) 054-7822,Mitchell.Reinger67@hotmail.com,4900,renter,inactive,457
6210,Dan,Strosin,+1 (468) 270-0935,Dan79@gmail.com,3900,renter,pending,2274
6211,Ollie,Zboncak,+1 (018) 533-6723,Ollie.Zboncak90@yahoo.com,3905000,buyer,pending,3080
6212,Priscilla,Stroman,+1 (731) 760-0729,Priscilla_Stroman65@yahoo.com,2300,renter,inactive,4471
6213,Roosevelt,Frami-Veum,+1 (281) 506-8821,Roosevelt5@hotmail.com,600,renter,inactive,4085
6214,Abraham,Rowe,+1 (744) 226-6111,Abraham.Rowe59@gmail.com,4755000,buyer,pending,4968
6215,Sophie,Windler,+1 (495) 654-5369,Sophie.Windler26@yahoo.com,4355000,buyer,inactive,2740
6216,Patsy,Effertz,+1 (695) 127-5160,Patsy_Effertz@yahoo.com,1080000,buyer,inactive,3871
6217,Roberta,McDermott,+1 (737) 854-0682,Roberta68@hotmail.com,4700,renter,inactive,3455
6218,Terrell,Jacobi,+1 (074) 640-3915,Terrell_Jacobi@yahoo.com,1400,renter,looking,2839
6219,Hector,Stamm,+1 (853) 499-8178,Hector_Stamm12@yahoo.com,400,renter,inactive,836
6220,Lindsey,McDermott,+1 (029) 231-0242,Lindsey_McDermott@yahoo.com,3100,renter,looking,55
6221,Faith,Lakin,+1 (082) 274-9243,Faith22@yahoo.com,2555000,buyer,looking,4757
6222,Victoria,Runte,+1 (511) 697-1019,Victoria.Runte47@hotmail.com,400,renter,inactive,4441
6223,Antoinette,Koepp,+1 (451) 359-2727,Antoinette.Koepp72@yahoo.com,2655000,buyer,looking,115
6224,Kendra,Schmeler,+1 (819) 159-7323,Kendra_Schmeler@yahoo.com,2755000,buyer,looking,4585
6225,Wade,Baumbach,+1 (965) 328-2142,Wade_Baumbach@yahoo.com,3200,renter,inactive,3649
6226,Deborah,Monahan,+1 (068) 761-6322,Deborah.Monahan3@hotmail.com,1000,renter,pending,2786
6227,Jordan,Lesch,+1 (055) 970-5043,Jordan_Lesch@gmail.com,3700,renter,looking,279
6228,Byron,Gorczany,+1 (751) 091-3118,Byron_Gorczany@hotmail.com,1430000,buyer,inactive,2008
6229,Alan,Bernier,+1 (847) 203-3892,Alan_Bernier@hotmail.com,2880000,buyer,pending,3111
6230,Adrienne,Ullrich,+1 (288) 311-5087,Adrienne_Ullrich@gmail.com,4430000,buyer,looking,1855
6231,Helen,Kunze,+1 (152) 873-4009,Helen.Kunze10@yahoo.com,2655000,buyer,looking,3338
6232,Tyrone,Jacobson,+1 (096) 761-7431,Tyrone.Jacobson12@hotmail.com,1705000,buyer,inactive,2532
6233,Paul,Murazik,+1 (568) 005-4025,Paul_Murazik@hotmail.com,3880000,buyer,looking,237
6234,Walter,Runolfsson,+1 (673) 797-0593,Walter64@yahoo.com,4700,renter,inactive,1496
6235,Chad,Zemlak,+1 (775) 290-8977,Chad.Zemlak@hotmail.com,3905000,buyer,looking,2667
6236,Isabel,Schiller,+1 (469) 647-2175,Isabel34@yahoo.com,2230000,buyer,pending,1912
6237,Lowell,Rice-Hills,+1 (985) 142-2245,Lowell_Rice-Hills@yahoo.com,4855000,buyer,inactive,2510
6238,Lonnie,Larson,+1 (809) 745-1278,Lonnie_Larson70@yahoo.com,3205000,buyer,inactive,1418
6239,Owen,Wuckert,+1 (525) 229-5209,Owen_Wuckert57@yahoo.com,355000,buyer,inactive,872
6240,Claudia,O'Conner,+1 (329) 999-0157,Claudia_OConner64@gmail.com,3830000,buyer,looking,1194
6241,Danielle,Altenwerth,+1 (698) 865-0746,Danielle_Altenwerth50@yahoo.com,2800,renter,pending,4132
6242,Marlon,Hahn,+1 (788) 674-7261,Marlon.Hahn@yahoo.com,3800,renter,pending,1531
6243,Kelley,Hand,+1 (958) 254-0658,Kelley.Hand54@yahoo.com,4105000,buyer,looking,3171
6244,Ricky,Russel,+1 (035) 620-8510,Ricky.Russel@yahoo.com,1180000,buyer,inactive,672
6245,Ann,Lockman,+1 (581) 640-5359,Ann.Lockman@gmail.com,2305000,buyer,looking,4883
6246,Erick,Huels,+1 (597) 472-3159,Erick.Huels81@gmail.com,305000,buyer,looking,2295
6247,Shannon,Thiel,+1 (090) 752-3539,Shannon55@yahoo.com,3430000,buyer,looking,562
6248,Shelly,Oberbrunner,+1 (452) 332-3504,Shelly.Oberbrunner84@gmail.com,200,renter,inactive,2181
6249,Constance,Lang,+1 (148) 357-7522,Constance_Lang74@yahoo.com,1505000,buyer,pending,453
6250,Angelica,Simonis,+1 (832) 290-8844,Angelica.Simonis@gmail.com,55000,buyer,looking,1923
6251,Jacquelyn,Wolff,+1 (591) 877-5680,Jacquelyn.Wolff65@gmail.com,1900,renter,looking,2479
6252,Mamie,Breitenberg,+1 (812) 324-5369,Mamie63@gmail.com,4455000,buyer,pending,719
6253,Jan,Anderson,+1 (028) 130-4083,Jan65@gmail.com,1400,renter,pending,3986
6254,Bertha,Krajcik,+1 (369) 856-9464,Bertha.Krajcik98@yahoo.com,4705000,buyer,looking,4187
6255,Tyrone,Kautzer,+1 (521) 541-9859,Tyrone_Kautzer@gmail.com,4700,renter,looking,2546
6256,Alexis,Doyle,+1 (885) 912-0004,Alexis86@yahoo.com,1905000,buyer,looking,4983
6257,Orville,Bode,+1 (115) 556-2688,Orville.Bode@yahoo.com,2455000,buyer,looking,2602
6258,Javier,Hauck,+1 (843) 124-3833,Javier84@yahoo.com,780000,buyer,inactive,3696
6259,Oscar,Emard,+1 (452) 724-3800,Oscar.Emard@hotmail.com,2880000,buyer,inactive,2683
6260,Philip,Keebler,+1 (996) 463-1452,Philip.Keebler@gmail.com,1705000,buyer,inactive,1651
6261,Mary,Prohaska,+1 (578) 165-9759,Mary.Prohaska82@gmail.com,1905000,buyer,looking,152
6262,Yvette,Daugherty,+1 (624) 328-2504,Yvette_Daugherty53@yahoo.com,1300,renter,pending,162
6263,Penny,Fay,+1 (573) 582-7325,Penny.Fay44@hotmail.com,1380000,buyer,inactive,4401
6264,Bobbie,Swaniawski,+1 (707) 685-2673,Bobbie28@hotmail.com,4555000,buyer,pending,3151
6265,Shane,Ernser,+1 (337) 188-7620,Shane_Ernser2@yahoo.com,580000,buyer,pending,4206
6266,Bill,McGlynn,+1 (191) 905-6027,Bill.McGlynn@gmail.com,2500,renter,looking,28
6267,Kristie,Pollich,+1 (745) 047-7432,Kristie74@hotmail.com,2155000,buyer,pending,3797
6268,Oliver,Metz-D'Amore,+1 (742) 052-0193,Oliver_Metz-DAmore@hotmail.com,480000,buyer,pending,3771
6269,Sabrina,Veum,+1 (088) 873-0785,Sabrina.Veum@yahoo.com,2600,renter,inactive,2586
6270,Oscar,Adams,+1 (837) 799-6190,Oscar_Adams@yahoo.com,4555000,buyer,pending,2355
6271,Margie,Barrows,+1 (928) 805-8556,Margie_Barrows@yahoo.com,1880000,buyer,inactive,1810
6272,Mitchell,Nader,+1 (735) 594-6285,Mitchell.Nader@yahoo.com,3205000,buyer,pending,50
6273,Carolyn,Botsford-Schuppe,+1 (334) 269-2291,Carolyn99@hotmail.com,3100,renter,inactive,4856
6274,Virgil,Heidenreich,+1 (007) 864-2595,Virgil94@hotmail.com,930000,buyer,pending,2217
6275,Vincent,Quigley,+1 (279) 306-5115,Vincent.Quigley15@hotmail.com,3300,renter,inactive,3144
6276,Eileen,Runolfsdottir,+1 (238) 870-4195,Eileen43@hotmail.com,4400,renter,pending,4370
6277,Penny,Rempel,+1 (206) 920-7827,Penny46@hotmail.com,455000,buyer,inactive,3757
6278,Kimberly,Lubowitz,+1 (118) 457-6097,Kimberly82@yahoo.com,5030000,buyer,inactive,547
6279,Minnie,Berge,+1 (550) 726-6016,Minnie49@hotmail.com,3000,renter,inactive,4425
6280,Pearl,O'Connell,+1 (219) 123-0014,Pearl53@yahoo.com,4000,renter,pending,2212
6281,Matthew,Shanahan,+1 (510) 205-5948,Matthew_Shanahan@hotmail.com,780000,buyer,pending,893
6282,Ginger,Rau,+1 (051) 726-3456,Ginger30@yahoo.com,1900,renter,inactive,2216
6283,Jeff,Johnston,+1 (331) 729-3004,Jeff10@hotmail.com,3500,renter,inactive,1943
6284,Faith,Osinski,+1 (693) 678-1832,Faith90@yahoo.com,2200,renter,pending,3339
6285,Tammy,Simonis,+1 (885) 929-2036,Tammy53@yahoo.com,1000,renter,inactive,1073
6286,Guy,Feil,+1 (529) 987-0568,Guy.Feil@yahoo.com,5000,renter,looking,651
6287,Ethel,Stark,+1 (636) 786-9795,Ethel_Stark15@hotmail.com,4300,renter,looking,52
6288,Calvin,Pfeffer,+1 (817) 001-9793,Calvin74@yahoo.com,680000,buyer,looking,3810
6289,Marion,Lehner,+1 (432) 108-4741,Marion_Lehner@gmail.com,3700,renter,pending,1798
6290,Guillermo,Torphy,+1 (568) 463-0377,Guillermo_Torphy@gmail.com,4130000,buyer,looking,559
6291,Clayton,Doyle,+1 (306) 594-4112,Clayton90@gmail.com,2755000,buyer,pending,1372
6292,Donnie,Turner-Rempel,+1 (420) 527-3583,Donnie.Turner-Rempel8@hotmail.com,2800,renter,pending,4923
6293,Walter,Corwin,+1 (398) 817-6044,Walter.Corwin@gmail.com,4405000,buyer,looking,1125
6294,Joyce,Hamill,+1 (029) 196-3101,Joyce76@gmail.com,430000,buyer,looking,1961
6295,Shari,Kuhlman,+1 (463) 001-5026,Shari.Kuhlman@yahoo.com,4600,renter,looking,1753
6296,Ron,Dibbert-Deckow,+1 (346) 746-8752,Ron.Dibbert-Deckow4@yahoo.com,4500,renter,pending,3847
6297,Belinda,Barton-Welch,+1 (855) 087-5032,Belinda12@hotmail.com,480000,buyer,looking,1998
6298,Rudolph,Schroeder,+1 (473) 254-2721,Rudolph.Schroeder@yahoo.com,3300,renter,looking,2638
6299,Orville,Aufderhar-Greenfelder,+1 (350) 341-9776,Orville81@gmail.com,4355000,buyer,looking,3423
6300,Karen,Rosenbaum,+1 (922) 648-4138,Karen_Rosenbaum@gmail.com,330000,buyer,inactive,3795
6301,Virginia,Sawayn,+1 (460) 683-5415,Virginia.Sawayn@gmail.com,400,renter,looking,1392
6302,Guillermo,Bayer,+1 (986) 229-5276,Guillermo_Bayer@hotmail.com,1100,renter,looking,4390
6303,Jackie,Nikolaus,+1 (534) 840-7482,Jackie79@gmail.com,2400,renter,looking,775
6304,Genevieve,Smitham,+1 (609) 826-6465,Genevieve4@yahoo.com,2880000,buyer,inactive,1932
6305,Johnathan,Beier,+1 (831) 685-9840,Johnathan.Beier57@yahoo.com,1580000,buyer,looking,4236
6306,Chelsea,Wintheiser,+1 (659) 679-8575,Chelsea_Wintheiser@gmail.com,2005000,buyer,pending,848
6307,Juana,Predovic,+1 (114) 719-6486,Juana.Predovic20@hotmail.com,580000,buyer,looking,701
6308,Juan,Wunsch,+1 (167) 861-5942,Juan.Wunsch@gmail.com,2200,renter,inactive,128
6309,Claire,Conn,+1 (879) 465-1109,Claire_Conn26@hotmail.com,1000,renter,looking,1372
6310,Rachel,Hilll,+1 (828) 968-8359,Rachel_Hilll@yahoo.com,2205000,buyer,inactive,1329
6311,Andrea,Orn,+1 (657) 049-6234,Andrea_Orn@hotmail.com,3500,renter,looking,2320
6312,Terrence,Bins,+1 (979) 216-6592,Terrence_Bins17@hotmail.com,5000,renter,inactive,1735
6313,Valerie,Kerluke,+1 (438) 182-5095,Valerie_Kerluke@hotmail.com,1500,renter,pending,3674
6314,Olivia,Welch,+1 (599) 624-9318,Olivia.Welch40@hotmail.com,3430000,buyer,pending,2242
6315,Brooke,Funk,+1 (963) 599-5988,Brooke.Funk5@yahoo.com,500,renter,inactive,2208
6316,Lydia,Abbott,+1 (716) 968-8515,Lydia50@yahoo.com,680000,buyer,pending,800
6317,Jacqueline,Purdy,+1 (952) 653-0193,Jacqueline_Purdy@gmail.com,2180000,buyer,looking,1953
6318,Cedric,Conroy,+1 (778) 133-5264,Cedric82@hotmail.com,705000,buyer,inactive,3175
6319,Lawrence,Emmerich,+1 (006) 306-5932,Lawrence.Emmerich@yahoo.com,4000,renter,looking,4652
6320,Crystal,Haag,+1 (973) 659-1409,Crystal42@yahoo.com,405000,buyer,looking,2560
6321,Claudia,Ledner,+1 (818) 042-4289,Claudia19@yahoo.com,500,renter,pending,564
6322,Tanya,Runte,+1 (347) 329-0193,Tanya24@hotmail.com,4900,renter,pending,3836
6323,Irma,Emmerich,+1 (343) 033-7418,Irma.Emmerich@gmail.com,300,renter,inactive,1923
6324,Nettie,Nicolas,+1 (288) 974-8137,Nettie49@yahoo.com,2280000,buyer,looking,3199
6325,Theodore,Kunde,+1 (614) 337-3963,Theodore.Kunde17@hotmail.com,1655000,buyer,looking,2531
6326,Sylvia,Rice,+1 (314) 700-3027,Sylvia.Rice86@gmail.com,4705000,buyer,inactive,3605
6327,Jeffrey,Hauck,+1 (888) 606-4252,Jeffrey40@gmail.com,1605000,buyer,looking,180
